"TRIP_ID","LATITUDE","LONGITUDE"
"T186",41.165325,-8.6434155
"T187",41.142816,-8.5749246
"T188",41.161194,-8.582049
"T189",41.145336,-8.61075225
"T190",41.159304,-8.620344
"T191",41.1468615,-8.606889
"T192",41.1519105,-8.6301495
"T193",41.148027,-8.607816
"T194",41.148774,-8.610804
"T195",41.149143,-8.611173
"T196",41.145336,-8.61075225
"T197",41.156298,-8.653194
"T198",41.161023,-8.631612
"T199",41.158278,-8.59518
"T200",41.1593265,-8.6374665
"T201",41.152581,-8.631441
"T202",41.15239425,-8.60721525
"T203",41.176386,-8.601417
"T204",41.154255,-8.6098635
"T205",41.1593535,-8.5995135
"T206",41.168529,-8.603514
"T207",41.149071,-8.599275
"T208",41.179545,-8.601588
"T209",41.155677,-8.629947
"T210",41.167146,-8.649516
"T211",41.16096,-8.596701
"T212",41.146488,-8.584398
"T213",41.131179,-8.6257575
"T214",41.150511,-8.638497
"T215",41.152455,-8.605755
"T216",41.1572115,-8.5768875
"T217",41.162319,-8.634078
"T218",41.1459975,-8.6127435
"T219",41.143707,-8.633403
"T220",41.235336,-8.667648
"T221",41.1475752,-8.621838
"T222",41.144706,-8.606322
"T223",41.156298,-8.653194
"T224",41.188626,-8.586747
"T225",41.150511,-8.638497
"T226",41.159256,-8.63871
"T227",41.147847,-8.608419
"T228",41.1622155,-8.587494
"T229",41.235174,-8.669493
"T230",41.152581,-8.631441
"T231",41.153481,-8.609337
"T232",41.144409,-8.60603271429
"T233",41.1612891429,-8.609715
"T234",41.150826,-8.6259465
"T235",41.147514,-8.661267
"T236",41.1463446923,-8.61120969231
"T237",41.159205,-8.604693
"T238",41.120244,-8.587215
"T239",41.170068,-8.6438655
"T240",41.153496,-8.670948
"T241",41.1429285,-8.611524
"T242",41.160618,-8.6045175
"T243",41.160372,-8.609736
"T244",41.181885,-8.674857
"T245",41.170599,-8.610552
"T246",41.162616,-8.666766
"T247",41.167044,-8.684793
"T248",41.148441,-8.6429385
"T249",41.152491,-8.630928
"T250",41.167089,-8.579853
"T251",41.174946,-8.60382
"T252",41.159256,-8.63871
"T253",41.16897,-8.553861
"T254",41.147055,-8.608887
"T255",41.137569,-8.623404
"T256",41.146452,-8.607
"T257",41.152563,-8.623773
"T258",41.147847,-8.608419
"T259",41.147325,-8.617041
"T260",41.201613,-8.65926
"T261",41.071527,-8.653905
"T262",41.179593,-8.609262
"T263",41.153664,-8.605086
"T264",41.1482295,-8.606313
"T265",41.154465,-8.673879
"T266",41.149908,-8.613711
"T267",41.150952,-8.598276
"T268",41.152491,-8.630928
"T269",41.140521,-8.612361
"T270",41.156298,-8.653194
"T271",41.147067,-8.61519
"T272",41.17788,-8.677368
"T273",41.153697,-8.610192
"T274",41.1524406,-8.627688
"T275",41.1526215,-8.633052
"T276",41.177673,-8.653095
"T277",41.167125,-8.668008
"T278",41.154102,-8.65188
"T279",41.1487515,-8.6120055
"T280",41.153346,-8.601309
"T281",41.1477156,-8.611164
"T282",41.1463935,-8.6113575
"T283",41.143194,-8.602542
"T284",41.147634,-8.60895
"T285",41.177781,-8.606997
"T286",41.135562,-8.599644
"T287",41.176575,-8.6891175
"T288",41.153703,-8.596092
"T289",41.176062,-8.647218
"T290",41.15239425,-8.60721525
"T291",41.1590295,-8.6118165
"T292",41.174946,-8.60382
"T293",41.153202,-8.609949
"T294",41.150952,-8.598276
"T295",41.076099,-8.633529
"T296",41.1516,-8.640648
"T297",41.1654888,-8.6063004
"T298",41.160372,-8.609736
"T299",41.235174,-8.669493
"T300",41.191515,-8.61147
"T301",41.228415,-8.668512
"T302",41.1471126,-8.6020416
"T303",41.175351,-8.613756
"T304",41.165334,-8.64315
"T305",41.1570495,-8.628435
"T306",41.158968,-8.629827
"T307",41.161626,-8.604243
"T308",41.174388,-8.561196
"T309",41.154453,-8.589123
"T310",41.156055,-8.680716
"T311",41.1577245,-8.593776
"T312",41.16969,-8.630766
"T313",41.1808635,-8.654184
"T314",41.159205,-8.604693
"T315",41.150826,-8.620704
"T316",41.145237,-8.590572
"T317",41.1405071538,-8.63590915385
"T318",41.151978,-8.677386
"T319",41.173803,-8.689005
"T320",41.1487870408,-8.58581926531
"T321",41.14782,-8.5095
"T322",41.185107,-8.594784
"T323",41.146788,-8.592642
"T324",41.15196,-8.6270895
"T325",41.1543765,-8.6455305
"T326",41.166,-8.5702365
"T327",41.180643,-8.593191
