"TRIP_ID","LATITUDE","LONGITUDE"
"T198",41.1584498,-8.6319132
"T199",41.1562444091,-8.59457986364
"T200",41.16033,-8.64420539063
"T201",41.1519321,-8.6261832
"T202",41.1521349191,-8.60707406358
"T203",41.1753203182,-8.5999365
"T204",41.1553028571,-8.61194571429
"T205",41.1600582353,-8.60076335294
"T206",41.1675669643,-8.59624425
"T207",41.1494959412,-8.60426611765
"T208",41.194215,-8.6071635
"T209",41.156316871,-8.62961002258
"T210",41.1671765972,-8.64954322482
"T211",41.1700802143,-8.592975
"T212",41.146746,-8.579775
"T213",41.109471,-8.625699
"T214",41.153431,-8.640121
"T215",41.1521471633,-8.60689138776
"T216",41.1570168261,-8.57676873913
"T217",41.1645583333,-8.637569
"T218",41.1458622632,-8.61331528421
"T219",41.145596,-8.630225
"T220",41.2323531429,-8.62586357143
"T221",41.1474596143,-8.62147035
"T222",41.1444859887,-8.60611072976
"T223",41.16159225,-8.650132875
"T224",41.188293,-8.583096
"T225",41.1505691786,-8.6394195
"T226",41.1596811643,-8.63942817857
"T227",41.1501042,-8.60742498462
"T228",41.1590140435,-8.59307673913
"T229",41.2372696071,-8.66935435714
"T230",41.152272525,-8.626826025
"T231",41.1534680604,-8.60810243774
"T232",41.144778,-8.60684834717
"T233",41.1617041875,-8.609515875
"T234",41.152161375,-8.6256984375
"T235",41.1474496667,-8.66109866667
"T236",41.1460580831,-8.6107044809
"T237",41.1588985714,-8.60519121429
"T238",41.1200511429,-8.587026
"T239",41.171076,-8.6445855
"T240",41.1536844,-8.671185
"T241",41.14334295,-8.61224805
"T242",41.1604731724,-8.60428189655
"T243",41.1642030984,-8.62303935246
"T244",41.179581,-8.668728
"T245",41.1709669714,-8.61276831429
"T246",41.1626745,-8.673912
"T247",41.17142025,-8.687376
"T248",41.1543162,-8.64306045
"T249",41.1523606057,-8.63049444909
"T250",41.16587382,-8.58072672
"T251",41.1737649324,-8.60315071622
"T252",41.159361,-8.637993
"T253",41.171427,-8.567163
"T254",41.1473585948,-8.60879820259
"T255",41.1387586071,-8.62354864286
"T256",41.1470188529,-8.60689101932
"T257",41.152419,-8.6277744
"T258",41.1490638367,-8.6076685102
"T259",41.1459556402,-8.61350547196
"T260",41.210244,-8.649513
"T261",41.09366475,-8.64906075
"T262",41.178157875,-8.60933475
"T263",41.15368935,-8.604752175
"T264",41.1482442828,-8.60622461117
"T265",41.15577,-8.678205
"T266",41.1500065007,-8.61311977673
"T267",41.1510651136,-8.60219161364
"T268",41.152495,-8.629465
"T269",41.1390513621,-8.60935507759
"T270",41.1615682405,-8.65032425316
"T271",41.1475945944,-8.61422940306
"T272",41.177256907,-8.681193
"T273",41.1537176418,-8.609916
"T274",41.1524325,-8.6268285
"T275",41.1525945378,-8.63381571429
"T276",41.1782625,-8.655921
"T277",41.16762,-8.6671755
"T278",41.1521508,-8.654535
"T279",41.1480569697,-8.61234069027
"T280",41.1556860382,-8.60253892357
"T281",41.1482914342,-8.61119377444
"T282",41.1461888459,-8.61116582661
"T283",41.147023529,-8.60249360323
"T284",41.1491365329,-8.61042697006
"T285",41.1764118,-8.6040525
"T286",41.129919,-8.598573
"T287",41.1768020769,-8.68735661538
"T288",41.1538665937,-8.597107125
"T289",41.1743859293,-8.64871535354
"T290",41.1521177866,-8.6070114658
"T291",41.1581452899,-8.6088251716
"T292",41.1752896364,-8.59988653247
"T293",41.1508195714,-8.61003257143
"T294",41.1510446859,-8.60129542932
"T295",41.0678595,-8.6409045
"T296",41.151626325,-8.640713475
"T297",41.1649160714,-8.60535778571
"T298",41.1625550625,-8.617789125
"T299",41.2366901538,-8.66918086813
"T300",41.191029,-8.633268
"T301",41.232375,-8.666937
"T302",41.1467671875,-8.6020816875
"T303",41.1727149325,-8.61277235422
"T304",41.1651030659,-8.64275914286
"T305",41.1576615,-8.6278185
"T306",41.1581312027,-8.63073437838
"T307",41.1614404186,-8.60463390698
"T308",41.1733627826,-8.55580147826
"T309",41.1548598,-8.5896252
"T310",41.1549869455,-8.67760036364
"T311",41.1581852182,-8.59345183636
"T312",41.172588,-8.633061
"T313",41.1676245,-8.66182275
"T314",41.1588110301,-8.60456557895
"T315",41.1527733,-8.62088445
"T316",41.1472377391,-8.58926152174
"T317",41.140534543,-8.63593858353
"T318",41.15159505,-8.67771855
"T319",41.1734802,-8.68552332
"T320",41.1490140741,-8.58586114815
"T321",41.1436872,-8.5345983
"T322",41.1972345,-8.594415
"T323",41.15083725,-8.5944105
"T324",41.1525834244,-8.62992748893
"T325",41.15442225,-8.645397
"T326",41.16753,-8.568198
"T327",41.192676,-8.592264
